Date,Store ID,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality
19-06-2022,S004,Cloudy,1,100.03,Summer
19-06-2022,S004,Rainy,0,102.26,Summer
19-06-2022,S004,Sunny,1,63.36,Summer
19-06-2022,S004,Rainy,0,86.85,Summer
19-06-2022,S004,Snowy,1,30.1,Summer
19-06-2022,S004,Cloudy,0,68.34,Summer
19-06-2022,S004,Sunny,0,64.27,Summer
19-06-2022,S004,Cloudy,0,53.42,Summer
19-06-2022,S005,Sunny,1,19.47,Summer
19-06-2022,S005,Cloudy,0,57.68,Summer
19-06-2022,S005,Rainy,0,70.53,Summer
19-06-2022,S005,Snowy,0,51.02,Summer
19-06-2022,S005,Rainy,0,52.64,Summer
19-06-2022,S005,Sunny,0,22.57,Summer
19-06-2022,S005,Rainy,0,59.82,Summer
19-06-2022,S005,Cloudy,0,52.03,Summer
19-06-2022,S005,Sunny,0,64.34,Summer
19-06-2022,S005,Snowy,0,76.33,Summer
19-06-2022,S005,Snowy,0,13.35,Summer
19-06-2022,S005,Rainy,0,34.77,Summer
19-06-2022,S005,Cloudy,0,11.77,Summer
19-06-2022,S005,Rainy,0,42.14,Summer
19-06-2022,S005,Sunny,0,52.85,Summer
19-06-2022,S005,Sunny,0,70.17,Summer
19-06-2022,S005,Snowy,1,70.76,Summer
19-06-2022,S005,Sunny,0,47.13,Summer
19-06-2022,S005,Cloudy,0,29.31,Summer
19-06-2022,S005,Cloudy,0,63.4,Summer
19-06-2022,S005,Cloudy,1,53.69,Summer
19-06-2022,S005,Cloudy,0,97.11,Summer
19-06-2022,S005,Cloudy,0,76.93,Summer
19-06-2022,S005,Snowy,0,16.36,Summer
19-06-2022,S005,Rainy,1,64.82,Summer
19-06-2022,S005,Rainy,0,63.35,Summer
19-06-2022,S005,Rainy,0,79.83,Summer
19-06-2022,S005,Snowy,0,86.08,Summer
19-06-2022,S005,Sunny,0,81.46,Summer
19-06-2022,S005,Rainy,0,76.51,Summer
20-06-2022,S001,Sunny,0,59.84,Summer
20-06-2022,S001,Rainy,0,52.21,Summer
20-06-2022,S001,Rainy,0,58.05,Summer
20-06-2022,S001,Cloudy,0,13.47,Summer
20-06-2022,S001,Rainy,0,86.09,Summer
20-06-2022,S001,Rainy,0,81.74,Summer
20-06-2022,S001,Rainy,0,71.33,Summer
20-06-2022,S001,Cloudy,0,11.36,Summer
20-06-2022,S001,Sunny,0,76.04,Summer
20-06-2022,S001,Sunny,1,66.59,Summer
20-06-2022,S001,Sunny,1,86.29,Summer
20-06-2022,S001,Snowy,0,71.39,Summer
20-06-2022,S001,Rainy,0,31.74,Summer
20-06-2022,S001,Snowy,0,66.45,Summer
20-06-2022,S001,Snowy,0,74.32,Summer
20-06-2022,S001,Cloudy,0,30.62,Summer
20-06-2022,S001,Sunny,0,58.2,Summer
20-06-2022,S001,Snowy,0,79.07,Summer
20-06-2022,S001,Snowy,0,107.52,Summer
20-06-2022,S001,Rainy,0,19.42,Summer
20-06-2022,S001,Snowy,0,89.37,Summer
20-06-2022,S001,Snowy,0,14.67,Summer
20-06-2022,S001,Cloudy,0,17.05,Summer
20-06-2022,S001,Rainy,0,31.13,Summer
20-06-2022,S001,Rainy,0,78.34,Summer
20-06-2022,S001,Rainy,0,14.17,Summer
20-06-2022,S001,Rainy,0,29.5,Summer
20-06-2022,S001,Sunny,0,98.58,Summer
20-06-2022,S001,Snowy,1,76.7,Summer
20-06-2022,S001,Sunny,0,34.89,Summer
20-06-2022,S002,Cloudy,0,84.74,Summer
20-06-2022,S002,Cloudy,0,92.23,Summer
20-06-2022,S002,Sunny,0,60.86,Summer
20-06-2022,S002,Cloudy,0,15.53,Summer
20-06-2022,S002,Sunny,0,62,Summer
20-06-2022,S002,Cloudy,0,84.97,Summer
20-06-2022,S002,Sunny,0,90.43,Summer
20-06-2022,S002,Cloudy,0,14.81,Summer
20-06-2022,S002,Snowy,1,97.62,Summer
20-06-2022,S002,Rainy,0,45.38,Summer
20-06-2022,S002,Snowy,0,79.12,Summer
20-06-2022,S002,Sunny,0,50.33,Summer
20-06-2022,S002,Sunny,0,15.47,Summer
20-06-2022,S002,Rainy,0,66.34,Summer
20-06-2022,S002,Sunny,0,96.86,Summer
20-06-2022,S002,Sunny,0,50.55,Summer
20-06-2022,S002,Sunny,0,63.89,Summer
20-06-2022,S002,Cloudy,0,45.96,Summer
20-06-2022,S002,Cloudy,1,57.73,Summer
20-06-2022,S002,Rainy,0,78.99,Summer
20-06-2022,S002,Cloudy,0,87.37,Summer
20-06-2022,S002,Snowy,0,54.46,Summer
20-06-2022,S002,Snowy,0,26.07,Summer
20-06-2022,S002,Cloudy,0,34.84,Summer
20-06-2022,S002,Sunny,0,79.45,Summer
20-06-2022,S002,Sunny,0,27.9,Summer
20-06-2022,S002,Sunny,0,87.91,Summer
20-06-2022,S002,Snowy,0,87.25,Summer
20-06-2022,S002,Rainy,0,90.7,Summer
20-06-2022,S002,Cloudy,0,48.13,Summer
20-06-2022,S003,Sunny,0,22.66,Summer
20-06-2022,S003,Cloudy,0,43.97,Summer
20-06-2022,S003,Snowy,0,28.02,Summer
20-06-2022,S003,Rainy,0,44.66,Summer
20-06-2022,S003,Snowy,0,20.02,Summer
20-06-2022,S003,Cloudy,0,28.46,Summer
20-06-2022,S003,Sunny,0,69.74,Summer
20-06-2022,S003,Snowy,1,29.21,Summer
20-06-2022,S003,Cloudy,0,22.68,Summer
20-06-2022,S003,Rainy,0,45.01,Summer
20-06-2022,S003,Snowy,0,97.92,Summer
20-06-2022,S003,Snowy,0,15.69,Summer
20-06-2022,S003,Cloudy,0,99.53,Summer
20-06-2022,S003,Snowy,1,81.88,Summer
20-06-2022,S003,Rainy,0,65.82,Summer
20-06-2022,S003,Cloudy,0,36.08,Summer
20-06-2022,S003,Snowy,0,80.16,Summer
20-06-2022,S003,Cloudy,0,21.81,Summer
20-06-2022,S003,Rainy,0,52.82,Summer
20-06-2022,S003,Rainy,0,99.42,Summer
20-06-2022,S003,Sunny,0,21.11,Summer
20-06-2022,S003,Rainy,0,94.75,Summer
20-06-2022,S003,Cloudy,0,29.72,Summer
20-06-2022,S003,Snowy,0,94.42,Summer
20-06-2022,S003,Snowy,0,91.32,Summer
20-06-2022,S003,Rainy,0,33.6,Summer
20-06-2022,S003,Cloudy,0,22.95,Summer
20-06-2022,S003,Snowy,0,44.74,Summer
20-06-2022,S003,Cloudy,0,83.19,Summer
20-06-2022,S003,Cloudy,0,34.51,Summer
20-06-2022,S004,Sunny,0,44.85,Summer
20-06-2022,S004,Sunny,0,37.81,Summer
20-06-2022,S004,Sunny,0,51.98,Summer
20-06-2022,S004,Rainy,0,76.48,Summer
20-06-2022,S004,Rainy,0,83.84,Summer
20-06-2022,S004,Snowy,0,74.02,Summer
20-06-2022,S004,Sunny,0,50.91,Summer
20-06-2022,S004,Rainy,0,19.36,Summer
20-06-2022,S004,Sunny,0,68.92,Summer
20-06-2022,S004,Rainy,0,14.56,Summer
20-06-2022,S004,Snowy,0,37.41,Summer
20-06-2022,S004,Snowy,0,29.09,Summer
20-06-2022,S004,Rainy,0,79.12,Summer
20-06-2022,S004,Snowy,0,29.84,Summer
20-06-2022,S004,Snowy,0,61.37,Summer
20-06-2022,S004,Cloudy,0,60.77,Summer
20-06-2022,S004,Cloudy,1,73.32,Summer
20-06-2022,S004,Cloudy,0,108.28,Summer
20-06-2022,S004,Cloudy,0,56.1,Summer
20-06-2022,S004,Cloudy,0,57.65,Summer
20-06-2022,S004,Rainy,0,52.99,Summer
20-06-2022,S004,Sunny,0,41.33,Summer
20-06-2022,S004,Snowy,0,32.73,Summer
20-06-2022,S004,Snowy,0,74.71,Summer
20-06-2022,S004,Snowy,0,76.08,Summer
20-06-2022,S004,Snowy,0,13.31,Summer
20-06-2022,S004,Rainy,0,44.59,Summer
20-06-2022,S004,Snowy,0,92.32,Summer
20-06-2022,S004,Sunny,0,88.96,Summer
20-06-2022,S004,Rainy,0,92.53,Summer
20-06-2022,S005,Snowy,0,36.26,Summer
20-06-2022,S005,Sunny,0,52.53,Summer
20-06-2022,S005,Rainy,1,60.75,Summer
20-06-2022,S005,Rainy,0,88.35,Summer
20-06-2022,S005,Rainy,0,58.9,Summer
20-06-2022,S005,Rainy,0,51.03,Summer
20-06-2022,S005,Cloudy,0,46.97,Summer
20-06-2022,S005,Sunny,0,25.17,Summer
20-06-2022,S005,Cloudy,0,50.15,Summer
20-06-2022,S005,Snowy,0,60.7,Summer
20-06-2022,S005,Sunny,1,32.33,Summer
20-06-2022,S005,Cloudy,0,85.75,Summer
20-06-2022,S005,Cloudy,0,24.63,Summer
20-06-2022,S005,Sunny,0,77.35,Summer
20-06-2022,S005,Snowy,1,31.25,Summer
20-06-2022,S005,Rainy,0,83.87,Summer
20-06-2022,S005,Sunny,0,42.38,Summer
20-06-2022,S005,Snowy,0,15.72,Summer
20-06-2022,S005,Snowy,0,58.45,Summer
20-06-2022,S005,Cloudy,1,43.46,Summer
20-06-2022,S005,Cloudy,0,69.1,Summer
20-06-2022,S005,Sunny,0,34.41,Summer
20-06-2022,S005,Sunny,1,15.37,Summer
20-06-2022,S005,Snowy,0,30.87,Summer
20-06-2022,S005,Cloudy,0,38.9,Summer
20-06-2022,S005,Sunny,1,65.16,Summer
20-06-2022,S005,Rainy,0,19.81,Summer
20-06-2022,S005,Cloudy,0,37.43,Summer
20-06-2022,S005,Cloudy,0,59.95,Summer
20-06-2022,S005,Sunny,0,15.18,Summer
21-06-2022,S001,Cloudy,0,21.86,Summer
21-06-2022,S001,Cloudy,0,22.84,Summer
21-06-2022,S001,Snowy,0,35.86,Summer
21-06-2022,S001,Rainy,0,93.11,Summer
21-06-2022,S001,Sunny,0,79.6,Summer
21-06-2022,S001,Rainy,0,16.82,Summer
21-06-2022,S001,Rainy,0,77.83,Summer
21-06-2022,S001,Snowy,0,23,Summer
21-06-2022,S001,Snowy,0,30.05,Summer
21-06-2022,S001,Sunny,0,35.22,Summer
21-06-2022,S001,Cloudy,0,11.2,Summer
21-06-2022,S001,Sunny,0,83.92,Summer
21-06-2022,S001,Cloudy,0,97.05,Summer
21-06-2022,S001,Snowy,0,76.11,Summer
21-06-2022,S001,Cloudy,1,19.45,Summer
21-06-2022,S001,Sunny,0,76.21,Summer
21-06-2022,S001,Snowy,0,30.88,Summer
21-06-2022,S001,Snowy,1,18.53,Summer
21-06-2022,S001,Sunny,0,58.96,Summer
21-06-2022,S001,Sunny,0,68.37,Summer
21-06-2022,S001,Sunny,0,86.14,Summer
21-06-2022,S001,Rainy,0,39.67,Summer
21-06-2022,S001,Snowy,0,27.83,Summer
21-06-2022,S001,Rainy,0,95.11,Summer
21-06-2022,S001,Rainy,0,84.05,Summer
21-06-2022,S001,Snowy,0,105.37,Summer
21-06-2022,S001,Rainy,0,57.29,Summer
21-06-2022,S001,Sunny,0,54.64,Summer
21-06-2022,S001,Cloudy,0,41.64,Summer
21-06-2022,S001,Snowy,1,71.11,Summer
21-06-2022,S002,Rainy,0,41.19,Summer
21-06-2022,S002,Cloudy,1,55.58,Summer
21-06-2022,S002,Cloudy,0,101.8,Summer
21-06-2022,S002,Rainy,0,15.44,Summer
21-06-2022,S002,Sunny,0,32.81,Summer
21-06-2022,S002,Snowy,0,64.19,Summer
21-06-2022,S002,Sunny,0,22.61,Summer
21-06-2022,S002,Cloudy,0,20.5,Summer
21-06-2022,S002,Rainy,1,87.83,Summer
21-06-2022,S002,Cloudy,0,26.82,Summer
21-06-2022,S002,Snowy,0,61.69,Summer
21-06-2022,S002,Snowy,0,17.56,Summer
21-06-2022,S002,Snowy,0,46.84,Summer
21-06-2022,S002,Rainy,0,81.47,Summer
21-06-2022,S002,Cloudy,0,27.52,Summer
21-06-2022,S002,Cloudy,0,14.25,Summer
21-06-2022,S002,Cloudy,0,73.33,Summer
21-06-2022,S002,Snowy,0,33.96,Summer
21-06-2022,S002,Snowy,0,80.97,Summer
21-06-2022,S002,Snowy,0,53.25,Summer
21-06-2022,S002,Sunny,0,98.93,Summer
21-06-2022,S002,Cloudy,0,54.37,Summer
21-06-2022,S002,Sunny,1,21.39,Summer
21-06-2022,S002,Cloudy,0,75.19,Summer
21-06-2022,S002,Cloudy,0,31.62,Summer
21-06-2022,S002,Cloudy,0,64.95,Summer
21-06-2022,S002,Cloudy,0,51.99,Summer
21-06-2022,S002,Sunny,0,91.62,Summer
21-06-2022,S002,Cloudy,0,74.3,Summer
21-06-2022,S002,Snowy,0,101.82,Summer
21-06-2022,S003,Sunny,0,52.36,Summer
21-06-2022,S003,Cloudy,0,49.04,Summer
21-06-2022,S003,Sunny,1,92.31,Summer
21-06-2022,S003,Sunny,1,13.77,Summer
21-06-2022,S003,Snowy,0,54.29,Summer
21-06-2022,S003,Snowy,0,56.97,Summer
21-06-2022,S003,Sunny,0,49.32,Summer
21-06-2022,S003,Snowy,0,27.88,Summer
21-06-2022,S003,Rainy,0,67.48,Summer
21-06-2022,S003,Cloudy,0,55.48,Summer
21-06-2022,S003,Sunny,1,58.3,Summer
21-06-2022,S003,Cloudy,0,67.31,Summer
21-06-2022,S003,Rainy,0,16.84,Summer
21-06-2022,S003,Snowy,1,46.27,Summer
21-06-2022,S003,Rainy,0,37.36,Summer
21-06-2022,S003,Snowy,0,16.98,Summer
21-06-2022,S003,Cloudy,0,18.96,Summer
21-06-2022,S003,Cloudy,0,52.64,Summer
21-06-2022,S003,Rainy,1,58.52,Summer
21-06-2022,S003,Rainy,1,67.21,Summer
21-06-2022,S003,Cloudy,0,81.43,Summer
21-06-2022,S003,Sunny,0,31.07,Summer
21-06-2022,S003,Cloudy,0,51.03,Summer
21-06-2022,S003,Rainy,0,30.28,Summer
21-06-2022,S003,Rainy,0,89.57,Summer
21-06-2022,S003,Cloudy,1,64.48,Summer
21-06-2022,S003,Rainy,0,84.78,Summer
21-06-2022,S003,Rainy,0,62.13,Summer
21-06-2022,S003,Snowy,0,25.99,Summer
21-06-2022,S003,Snowy,0,78.88,Summer
21-06-2022,S004,Cloudy,0,23.44,Summer
21-06-2022,S004,Sunny,1,77.15,Summer
21-06-2022,S004,Rainy,0,73.93,Summer
21-06-2022,S004,Snowy,0,18.08,Summer
21-06-2022,S004,Cloudy,0,18.44,Summer
21-06-2022,S004,Sunny,0,39.83,Summer
21-06-2022,S004,Rainy,0,18.79,Summer
21-06-2022,S004,Snowy,0,18.7,Summer
21-06-2022,S004,Cloudy,0,26.32,Summer
21-06-2022,S004,Rainy,1,75.31,Summer
21-06-2022,S004,Sunny,0,30.39,Summer
21-06-2022,S004,Cloudy,0,78.04,Summer
21-06-2022,S004,Sunny,0,27.15,Summer
21-06-2022,S004,Sunny,0,23.12,Summer
21-06-2022,S004,Cloudy,0,34.32,Summer
21-06-2022,S004,Snowy,0,39.18,Summer
21-06-2022,S004,Cloudy,0,51.28,Summer
21-06-2022,S004,Cloudy,0,47.17,Summer
21-06-2022,S004,Rainy,0,57.51,Summer
21-06-2022,S004,Rainy,0,87.99,Summer
21-06-2022,S004,Rainy,0,92.42,Summer
21-06-2022,S004,Snowy,0,100.41,Summer
21-06-2022,S004,Cloudy,0,37.63,Summer
21-06-2022,S004,Snowy,0,73.9,Summer
21-06-2022,S004,Snowy,0,63.81,Summer
21-06-2022,S004,Snowy,0,87.91,Summer
21-06-2022,S004,Snowy,0,74.28,Summer
21-06-2022,S004,Snowy,1,78.41,Summer
21-06-2022,S004,Rainy,1,35.7,Summer
21-06-2022,S004,Rainy,0,85.64,Summer
21-06-2022,S005,Snowy,0,76.79,Summer
21-06-2022,S005,Snowy,0,70.67,Summer
21-06-2022,S005,Sunny,0,42.44,Summer
21-06-2022,S005,Cloudy,0,69.38,Summer
21-06-2022,S005,Cloudy,0,31.57,Summer
21-06-2022,S005,Rainy,0,77.35,Summer
21-06-2022,S005,Rainy,0,85.71,Summer
21-06-2022,S005,Sunny,0,80.89,Summer
21-06-2022,S005,Cloudy,0,17.32,Summer
21-06-2022,S005,Sunny,0,10.04,Summer
21-06-2022,S005,Rainy,0,69.36,Summer
21-06-2022,S005,Sunny,0,22.55,Summer
21-06-2022,S005,Sunny,0,72.51,Summer
21-06-2022,S005,Cloudy,0,64.66,Summer
21-06-2022,S005,Rainy,0,51.66,Summer
21-06-2022,S005,Cloudy,0,24.64,Summer
21-06-2022,S005,Rainy,0,89.72,Summer
21-06-2022,S005,Snowy,0,39.25,Summer
21-06-2022,S005,Cloudy,0,83.11,Summer
21-06-2022,S005,Rainy,0,38.8,Summer
21-06-2022,S005,Sunny,0,74.13,Summer
21-06-2022,S005,Rainy,1,60.02,Summer
21-06-2022,S005,Sunny,0,51.41,Summer
21-06-2022,S005,Rainy,0,38.72,Summer
21-06-2022,S005,Cloudy,0,56.51,Summer
21-06-2022,S005,Snowy,0,72.12,Summer
21-06-2022,S005,Snowy,0,91.12,Summer
21-06-2022,S005,Sunny,0,20.02,Summer
21-06-2022,S005,Cloudy,0,61.64,Summer
21-06-2022,S005,Sunny,0,21.81,Summer
22-06-2022,S001,Rainy,0,54.26,Summer
22-06-2022,S001,Rainy,0,40.85,Summer
22-06-2022,S001,Cloudy,0,42.08,Summer
22-06-2022,S001,Snowy,1,81.88,Summer
22-06-2022,S001,Cloudy,1,51.57,Summer
22-06-2022,S001,Cloudy,1,62.66,Summer
22-06-2022,S001,Rainy,0,80.74,Summer
22-06-2022,S001,Cloudy,0,85.98,Summer
22-06-2022,S001,Cloudy,0,90.31,Summer
22-06-2022,S001,Sunny,0,85.41,Summer
22-06-2022,S001,Rainy,0,51.52,Summer
22-06-2022,S001,Sunny,0,86.42,Summer
22-06-2022,S001,Rainy,0,67.04,Summer
22-06-2022,S001,Cloudy,0,44.95,Summer
22-06-2022,S001,Cloudy,0,40.21,Summer
22-06-2022,S001,Sunny,0,94.96,Summer
22-06-2022,S001,Rainy,0,46.91,Summer
22-06-2022,S001,Rainy,0,87.6,Summer
22-06-2022,S001,Rainy,1,35.83,Summer
22-06-2022,S001,Rainy,1,51.46,Summer
22-06-2022,S001,Rainy,0,40.81,Summer
22-06-2022,S001,Snowy,0,19.72,Summer
22-06-2022,S001,Snowy,0,20.5,Summer
22-06-2022,S001,Rainy,0,81.83,Summer
22-06-2022,S001,Cloudy,0,62.34,Summer
22-06-2022,S001,Sunny,0,44.5,Summer
22-06-2022,S001,Rainy,0,12.36,Summer
22-06-2022,S001,Snowy,0,26.76,Summer
22-06-2022,S001,Snowy,1,77.73,Summer
22-06-2022,S001,Rainy,0,13.84,Summer
22-06-2022,S002,Cloudy,0,55.72,Summer
22-06-2022,S002,Cloudy,1,51.13,Summer
22-06-2022,S002,Snowy,0,59.71,Summer
22-06-2022,S002,Snowy,0,74.82,Summer
22-06-2022,S002,Sunny,1,34.96,Summer
22-06-2022,S002,Rainy,0,38.11,Summer
22-06-2022,S002,Rainy,1,32.08,Summer
22-06-2022,S002,Sunny,0,48.33,Summer
22-06-2022,S002,Cloudy,0,28.38,Summer
22-06-2022,S002,Cloudy,0,30.87,Summer
22-06-2022,S002,Rainy,1,47.17,Summer
22-06-2022,S002,Snowy,0,88.26,Summer
22-06-2022,S002,Snowy,1,44.62,Summer
22-06-2022,S002,Cloudy,0,13.67,Summer
22-06-2022,S002,Sunny,0,66.16,Summer
22-06-2022,S002,Snowy,0,89.37,Summer
22-06-2022,S002,Sunny,0,35.1,Summer
22-06-2022,S002,Sunny,0,43.67,Summer
22-06-2022,S002,Sunny,0,16.61,Summer
22-06-2022,S002,Cloudy,1,21.45,Summer
22-06-2022,S002,Cloudy,0,64.78,Summer
22-06-2022,S002,Rainy,0,77.91,Summer
22-06-2022,S002,Rainy,0,83.23,Summer
22-06-2022,S002,Sunny,1,96.55,Summer
22-06-2022,S002,Sunny,0,16.64,Summer
22-06-2022,S002,Cloudy,1,50.5,Summer
22-06-2022,S002,Snowy,0,32.54,Summer
22-06-2022,S002,Cloudy,1,76.02,Summer
22-06-2022,S002,Cloudy,0,69.9,Summer
22-06-2022,S002,Cloudy,0,50.24,Summer
22-06-2022,S003,Sunny,0,32.2,Summer
22-06-2022,S003,Snowy,0,37.01,Summer
22-06-2022,S003,Rainy,0,40.19,Summer
22-06-2022,S003,Cloudy,0,27.87,Summer
22-06-2022,S003,Rainy,0,61.63,Summer
22-06-2022,S003,Cloudy,0,59.81,Summer
22-06-2022,S003,Sunny,0,70.8,Summer
22-06-2022,S003,Snowy,1,47.04,Summer
22-06-2022,S003,Snowy,0,32.39,Summer
22-06-2022,S003,Rainy,0,46.28,Summer
22-06-2022,S003,Sunny,0,14.23,Summer
22-06-2022,S003,Rainy,0,41.8,Summer
22-06-2022,S003,Rainy,0,104.56,Summer
22-06-2022,S003,Snowy,0,13.97,Summer
22-06-2022,S003,Snowy,0,67.83,Summer
22-06-2022,S003,Cloudy,0,103.07,Summer
22-06-2022,S003,Sunny,0,50.75,Summer
22-06-2022,S003,Sunny,0,10.62,Summer
22-06-2022,S003,Sunny,0,98.27,Summer
22-06-2022,S003,Cloudy,0,49.86,Summer
22-06-2022,S003,Snowy,0,63.67,Summer
22-06-2022,S003,Rainy,0,14.63,Summer
22-06-2022,S003,Cloudy,0,72.12,Summer
22-06-2022,S003,Rainy,0,23.46,Summer
22-06-2022,S003,Snowy,0,67.31,Summer
22-06-2022,S003,Snowy,0,13.94,Summer
22-06-2022,S003,Rainy,0,56.56,Summer
22-06-2022,S003,Cloudy,0,52.26,Summer
22-06-2022,S003,Cloudy,0,40.17,Summer
22-06-2022,S003,Cloudy,0,39.11,Summer
22-06-2022,S004,Cloudy,0,91.3,Summer
22-06-2022,S004,Sunny,1,12.2,Summer
22-06-2022,S004,Sunny,1,68.77,Summer
22-06-2022,S004,Snowy,0,62.05,Summer
22-06-2022,S004,Sunny,0,47.27,Summer
22-06-2022,S004,Rainy,0,56.33,Summer
22-06-2022,S004,Sunny,0,75.71,Summer
22-06-2022,S004,Rainy,0,40.39,Summer
22-06-2022,S004,Cloudy,0,75.22,Summer
22-06-2022,S004,Sunny,0,93.73,Summer
22-06-2022,S004,Cloudy,0,70.81,Summer
22-06-2022,S004,Cloudy,0,65.98,Summer
22-06-2022,S004,Sunny,0,65.65,Summer
22-06-2022,S004,Cloudy,0,14.67,Summer
22-06-2022,S004,Cloudy,0,80.23,Summer
22-06-2022,S004,Sunny,0,32.81,Summer
22-06-2022,S004,Rainy,0,43.34,Summer
22-06-2022,S004,Sunny,0,53.58,Summer
22-06-2022,S004,Rainy,0,27.64,Summer
22-06-2022,S004,Cloudy,0,47.05,Summer
22-06-2022,S004,Snowy,0,94.47,Summer
22-06-2022,S004,Rainy,0,51.81,Summer
22-06-2022,S004,Cloudy,0,22.91,Summer
22-06-2022,S004,Snowy,0,104.78,Summer
22-06-2022,S004,Sunny,0,33,Summer
22-06-2022,S004,Rainy,0,36.76,Summer
22-06-2022,S004,Rainy,0,23.2,Summer
22-06-2022,S004,Cloudy,0,32.48,Summer
22-06-2022,S004,Snowy,0,73.03,Summer
22-06-2022,S004,Sunny,0,19.38,Summer
22-06-2022,S005,Sunny,0,26.9,Summer
22-06-2022,S005,Rainy,0,81.83,Summer
22-06-2022,S005,Rainy,1,41.1,Summer
22-06-2022,S005,Cloudy,0,57.69,Summer
22-06-2022,S005,Snowy,0,24.05,Summer
22-06-2022,S005,Cloudy,1,22.05,Summer
22-06-2022,S005,Sunny,0,70.99,Summer
22-06-2022,S005,Cloudy,0,91.17,Summer
22-06-2022,S005,Snowy,0,71.33,Summer
22-06-2022,S005,Snowy,0,93.39,Summer
22-06-2022,S005,Sunny,0,74.47,Summer
22-06-2022,S005,Rainy,0,13.46,Summer
22-06-2022,S005,Rainy,0,47.39,Summer
22-06-2022,S005,Rainy,1,77.26,Summer
22-06-2022,S005,Sunny,0,44.15,Summer
22-06-2022,S005,Cloudy,1,33.51,Summer
22-06-2022,S005,Snowy,0,37.83,Summer
22-06-2022,S005,Cloudy,1,90.69,Summer
22-06-2022,S005,Sunny,0,80.49,Summer
22-06-2022,S005,Cloudy,0,32.35,Summer
22-06-2022,S005,Cloudy,0,86.18,Summer
22-06-2022,S005,Cloudy,0,30.52,Summer
22-06-2022,S005,Sunny,1,51.84,Summer
22-06-2022,S005,Sunny,0,104.58,Summer
22-06-2022,S005,Sunny,0,26.5,Summer
22-06-2022,S005,Snowy,0,90.2,Summer
22-06-2022,S005,Cloudy,0,30.49,Summer
22-06-2022,S005,Rainy,0,54.95,Summer
22-06-2022,S005,Sunny,0,100.95,Summer
22-06-2022,S005,Snowy,0,16.69,Summer
23-06-2022,S001,Snowy,0,22.37,Summer
23-06-2022,S001,Sunny,0,11.8,Summer
23-06-2022,S001,Rainy,1,64.12,Summer
23-06-2022,S001,Cloudy,0,65.17,Summer
23-06-2022,S001,Snowy,0,77.99,Summer
23-06-2022,S001,Rainy,0,89.69,Summer
23-06-2022,S001,Snowy,0,50.29,Summer
23-06-2022,S001,Rainy,0,68.81,Summer
23-06-2022,S001,Snowy,0,106.87,Summer
23-06-2022,S001,Sunny,1,87.83,Summer
23-06-2022,S001,Snowy,1,37.34,Summer
23-06-2022,S001,Snowy,0,21.17,Summer
23-06-2022,S001,Snowy,0,16.1,Summer
23-06-2022,S001,Cloudy,0,37.61,Summer
23-06-2022,S001,Cloudy,0,21.97,Summer
23-06-2022,S001,Rainy,0,56.87,Summer
23-06-2022,S001,Rainy,0,80.96,Summer
23-06-2022,S001,Sunny,1,46.55,Summer
23-06-2022,S001,Snowy,0,87.21,Summer
23-06-2022,S001,Sunny,0,56.09,Summer
23-06-2022,S001,Snowy,1,40.96,Summer
23-06-2022,S001,Cloudy,0,36.6,Summer
23-06-2022,S001,Rainy,1,49.89,Summer
23-06-2022,S001,Rainy,1,59.7,Summer
23-06-2022,S001,Cloudy,0,14.56,Summer
23-06-2022,S001,Cloudy,1,68.58,Summer
23-06-2022,S001,Snowy,0,61.15,Summer
23-06-2022,S001,Snowy,0,20.5,Summer
23-06-2022,S001,Rainy,1,39.04,Summer
23-06-2022,S001,Sunny,1,61.8,Summer
23-06-2022,S002,Sunny,0,44.45,Summer
23-06-2022,S002,Cloudy,0,27.51,Summer
23-06-2022,S002,Cloudy,0,34.51,Summer
23-06-2022,S002,Sunny,0,55.51,Summer
23-06-2022,S002,Cloudy,0,59.64,Summer
23-06-2022,S002,Cloudy,0,94.2,Summer
23-06-2022,S002,Cloudy,0,13.88,Summer
23-06-2022,S002,Sunny,0,43.43,Summer
23-06-2022,S002,Snowy,0,72.1,Summer
23-06-2022,S002,Cloudy,1,96.32,Summer
23-06-2022,S002,Rainy,0,90.16,Summer
23-06-2022,S002,Sunny,1,101.64,Summer
23-06-2022,S002,Rainy,0,29.54,Summer
23-06-2022,S002,Sunny,0,26.78,Summer
23-06-2022,S002,Sunny,0,77.57,Summer
23-06-2022,S002,Sunny,1,67.4,Summer
23-06-2022,S002,Cloudy,1,67.97,Summer
23-06-2022,S002,Snowy,0,76.42,Summer
23-06-2022,S002,Snowy,0,12.8,Summer
23-06-2022,S002,Cloudy,0,96.27,Summer
23-06-2022,S002,Cloudy,0,94.71,Summer
23-06-2022,S002,Rainy,0,73.75,Summer
23-06-2022,S002,Snowy,1,51.01,Summer
23-06-2022,S002,Cloudy,0,22.25,Summer
23-06-2022,S002,Cloudy,0,35.02,Summer
23-06-2022,S002,Snowy,0,79.81,Summer
23-06-2022,S002,Sunny,1,47.25,Summer
23-06-2022,S002,Sunny,0,24.39,Summer
23-06-2022,S002,Cloudy,0,30.98,Summer
23-06-2022,S002,Rainy,0,21.87,Summer
23-06-2022,S003,Cloudy,0,34.55,Summer
23-06-2022,S003,Snowy,0,102.36,Summer
23-06-2022,S003,Sunny,0,62.39,Summer
23-06-2022,S003,Snowy,0,61.3,Summer
